fuel_flow,t_source,eta_sys,t_sink,cop_hp,status,is_valid
0.0004641588833612782,-22.929292929292927,1.5233297966032429,29.226052318651142,3.794432655344143,valid,True
0.0004641588833612782,-21.515151515151516,1.548154817993934,29.63678161978587,3.8771827266464474,valid,True
0.0004641588833612782,-20.1010101010101,1.5737017142502454,30.060223363797277,3.9623390475008184,valid,True
0.0004641588833612782,-18.686868686868685,1.5999858056112073,30.49666088159191,4.04995268537069,valid,True
0.0004641588833612782,-17.272727272727273,1.62578339187445,30.993964146588205,4.135944639581501,valid,True
0.0004641588833612782,-15.858585858585858,1.6537384001019004,31.449571419223997,4.229128000339667,valid,True
0.0004641588833612782,-14.444444444444445,1.6824714112099917,31.91960870607493,4.3249047040333055,valid,True
0.0004641588833612782,-13.030303030303031,1.7119939632524874,32.40433186295566,4.423313210841625,valid,True
0.0004641588833612782,-11.616161616161616,1.7423170648237476,32.903968828964125,4.5243902160791585,valid,True
0.0004641588833612782,-10.2020202020202,1.7734512478588496,33.4187166526618,4.628170826196165,valid,True
0.0004641588833612782,-8.787878787878789,1.8054066343454394,33.94873900594446,4.734688781151465,valid,True
0.0004641588833612782,-7.373737373737374,1.836636738452513,34.5381159461477,4.838789128175043,valid,True
0.0004641588833612782,-5.9595959595959584,1.8706111410422601,35.08772002188347,4.952037136807534,valid,True
0.0004641588833612782,-4.545454545454547,1.9053986737403652,35.65473301654316,5.067995579134551,valid,True
0.0004641588833612782,-3.1313131313131315,1.9410018647687945,36.239157875302126,5.186672882562649,valid,True
0.0004641588833612782,-1.7171717171717162,1.9774246924319643,36.840911516755114,5.308082308106548,valid,True
0.0004641588833612782,-0.30303030303030454,2.0127690559707325,37.50280245673491,5.425896853235775,valid,True
0.0004641588833612782,1.1111111111111107,2.051636031247528,38.11979453347275,5.555453437491759,valid,True
0.0004641588833612782,2.525252525252526,2.0911516481976307,38.75902429867428,5.687172160658769,valid,True
0.0004641588833612782,3.9393939393939377,2.129148509364296,39.4624742255666,5.8138283645476525,valid,True
0.0004641588833612782,5.3535353535353565,2.1724110443075637,40.095885334683125,5.958036814358547,valid,True
